id t0 tc mz1 mz2 s1 s1x s1y s1z s2 s2x s2y s2z lambda1 lambda2 z distMpc ra decl psi inc phi0 snrET_Opt snrCE_Opt type
41637 1001582519.72159 1001582527.05692 118.140501 102.680102 0.2168 0.063947 0.190302 -0.081844 0.1062 -0.013065 0.03513 0.099366 0.0 0.0 2.8047 23994.5196 0.721015 0.30538 1.36047 2.512406 4.257279 25.784053 137.197868 3
41638 1001582482.21553 1001582546.07319 23.614584 23.369181 0.046 -0.000551 -0.020497 0.041177 0.1138 0.018058 -0.047402 0.10187 0.0 0.0 1.7792 13802.7979 2.09147 0.028626 1.097566 0.640069 3.522312 25.230664 32.911583 3
41640 1001582553.03074 1001582584.73386 50.756658 46.475436 0.0614 -0.018273 0.006183 0.058291 0.0821 0.015892 0.078384 -0.018541 0.0 0.0 1.3588 9910.8608 2.500736 -0.715954 1.956407 1.865012 1.762084 22.576989 67.488032 3
41642 1001582563.70124 1001582595.39778 51.572558 49.002712 0.0833 0.075757 0.033877 0.007213 0.1181 -0.007657 -0.116913 -0.014842 0.0 0.0 1.1496 8064.2013 -2.166973 0.035662 0.467022 2.102168 0.686738 36.336938 96.871711 3
41646 1001582672.00106 1001582735.84212 26.424828 25.323458 0.1715 0.129938 0.075834 0.082326 0.1214 0.093822 0.050391 0.058276 0.0 0.0 2.2138 18021.0735 1.358417 -1.043884 0.251597 1.405866 2.081089 9.192149 14.112424 3
41647 1001582723.27752 1001582738.90203 68.582375 55.426644 0.0592 -0.024239 -0.006171 0.053657 0.1451 0.061162 0.00418 0.131513 0.0 0.0 1.417 10436.2068 1.369949 -0.492046 0.41719 2.169853 1.475364 35.46899 39.444358 3
41650 1001582778.25145 1001582781.1483 203.777252 162.483556 0.1698 0.059618 0.031614 0.155815 0.0701 0.005579 0.027295 0.064326 0.0 0.0 5.0477 48211.4705 1.597348 -0.037815 0.044656 2.218625 0.311797 16.472547 50.120281 3
41685 1001584416.60144 1001584480.44812 25.499944 25.314449 0.0385 -0.012618 -0.016411 0.032461 0.0915 -0.035453 0.034112 0.077147 0.0 0.0 1.9029 14985.9589 2.202537 0.469165 3.163003 1.655072 3.390477 13.638826 16.593722 3
41686 1001584450.86371 1001584514.69794 35.240913 19.24203 0.1439 -0.008867 -0.052213 0.1338 0.1084 -0.020605 0.034163 0.100791 0.0 0.0 1.9265 15213.3934 2.159913 0.151742 4.445774 0.801124 2.228288 22.655925 29.818324 3
41688 1001584535.17028 1001584566.83751 54.672208 54.114507 0.3122 0.245108 0.032308 0.190649 0.0772 0.058347 -0.018247 0.047143 0.0 0.0 1.9199 15148.7713 -2.574563 0.20178 4.178081 1.665788 4.120838 22.595171 30.830256 3
41691 1001584555.0631 1001584570.49865 105.970963 76.073283 0.2116 0.036575 -0.004758 0.208361 0.2299 -0.009721 0.038876 0.226381 0.0 0.0 2.8247 24199.5636 -0.273377 -0.773294 6.041526 0.58455 2.542825 68.182522 38.061392 3
41694 1001584631.78556 1001584695.56925 41.189405 30.26742 0.0662 -0.014642 0.007481 0.064126 0.1511 -0.037529 7e-06 0.146365 0.0 0.0 2.0322 16237.3995 -1.670021 -0.29373 6.018291 1.982431 4.479215 10.802398 37.668656 3
41699 1001584775.79254 1001584839.59748 34.116187 29.396457 0.1796 -0.147088 0.021029 -0.100891 0.1832 0.035874 0.004408 -0.179599 0.0 0.0 0.8028 5184.7144 -1.887644 0.256246 4.506368 1.066493 3.202425 37.166644 79.074753 3
41700 1001584814.92561 1001584817.37617 303.446429 176.267531 0.738 -0.108369 -0.559579 -0.468798 0.2009 -0.164117 0.106411 -0.04586 0.0 0.0 4.17 38509.5711 -3.069496 0.016362 0.119053 0.792157 5.354237 56.601648 65.735068 3
41709 1001585381.57864 1001585382.60329 170.146117 166.729491 0.1202 0.063395 0.095318 0.036656 0.1978 -0.040304 0.189886 0.037996 0.0 0.0 4.6764 44078.4076 -1.724849 0.195457 5.327964 0.304923 1.35115 25.169575 68.77863 3
41712 1001585440.23788 1001585441.27743 217.70661 124.370605 0.1608 -0.006526 0.036121 0.156555 0.1536 0.001159 -0.035043 0.149545 0.0 0.0 4.8052 45506.5082 0.626539 -0.428012 0.083209 2.313371 3.976781 36.356302 51.429705 3
41721 1001586072.49318 1001586075.45253 524.034991 461.309333 0.2956 -0.035321 0.017135 0.292982 0.239 0.009134 0.030398 0.236883 0.0 0.0 11.1209 119543.8059 -0.434449 -0.519163 5.82586 1.816793 5.721801 17.444151 11.937174 3
41730 1001586547.70852 1001586555.04263 146.128197 72.730131 0.1985 0.093734 0.114633 0.132195 0.2089 -0.139609 -0.065665 0.140843 0.0 0.0 5.0832 48608.664 -0.576292 0.413928 1.364848 2.214845 0.948521 10.418701 27.54206 3
41740 1001587077.80715 1001587085.18166 107.023386 93.588745 0.2033 -0.048268 0.079656 0.180709 0.186 0.01187 0.084383 0.165332 0.0 0.0 3.6778 33183.1781 1.14728 -0.69204 0.215341 1.889398 0.092213 16.624054 19.338452 3
41755 1001587539.32239 1001587546.60498 138.05037 100.978699 0.0739 0.004472 -0.002517 -0.073722 0.137 0.006791 0.006661 -0.136669 0.0 0.0 3.8239 34754.5108 -0.877363 0.573762 3.80256 0.410125 5.171489 18.442229 52.225365 3
41756 1001587537.73057 1001587553.2385 83.560604 79.709443 0.1287 0.06187 -0.1105 0.022927 0.0687 -0.021534 -0.035954 0.054436 0.0 0.0 2.4263 20141.2715 -0.343727 0.289433 5.798854 2.183159 0.824968 28.744127 40.550395 3
41758 1001587639.37036 1001587670.9956 82.971335 39.10965 0.2516 -0.09006 -0.007482 -0.23481 0.1271 -0.075814 0.10021 -0.019095 0.0 0.0 2.6789 22703.7599 -2.130707 -0.448929 6.19658 1.469789 5.464321 5.745694 35.827458 3
41781 1001588553.8535 1001588585.60106 44.906388 38.771862 0.1388 -0.133435 -0.031361 -0.02184 0.0839 -0.039529 -0.05729 -0.046846 0.0 0.0 1.7633 13651.8488 0.729187 -0.688206 2.150341 0.827794 2.235187 49.489547 41.225616 3
41784 1001588695.78792 1001588703.09993 125.47723 101.793346 0.1401 0.072988 0.110779 -0.045041 0.1906 -0.035027 -0.037376 -0.183588 0.0 0.0 2.4819 20701.4178 0.169408 0.915531 2.170068 2.176481 1.64899 19.548715 99.952447 3
41787 1001588757.06457 1001588772.60644 85.480032 65.132209 0.1521 -0.049819 0.033887 0.139657 0.1213 -0.117705 -0.007711 -0.02828 0.0 0.0 2.604 21939.8814 0.46187 -0.328656 3.688055 1.798459 1.958693 26.659652 21.240684 3
41803 1001589409.81951 1001589425.43695 64.033335 58.288358 0.7382 0.541086 -0.401487 -0.301618 0.1691 0.055492 -0.127944 0.095634 0.0 0.0 0.9493 6369.3793 -0.504477 -0.280655 5.444982 0.630833 1.533877 144.296878 112.554619 3
41819 1001590429.32758 1001590436.47126 178.999772 107.053219 0.0791 0.013667 0.071672 0.030548 0.1081 -0.052866 -0.084546 0.041747 0.0 0.0 11.4245 123234.8717 1.984217 0.476901 2.411399 0.416449 4.51563 8.099661 29.254592 3
41821 1001590472.52729 1001590488.02643 93.574136 67.515272 0.2913 0.191545 0.012752 0.219097 0.0537 -0.028945 0.02036 0.04039 0.0 0.0 6.1447 60629.1964 3.070413 0.712515 3.753712 2.064883 4.047751 15.849454 9.289908 3
41831 1001590739.79416 1001590867.66611 23.066552 19.090754 0.2461 -0.081055 0.095803 -0.2117 0.1993 -0.170848 -0.101948 0.011751 0.0 0.0 2.1479 17370.6341 2.748316 0.897074 3.126689 2.201506 2.740995 20.885746 24.021515 3
41846 1001591543.04596 1001591574.74005 56.573207 44.03987 0.1079 0.037294 0.031561 0.096205 0.1312 -0.052875 0.027083 0.11698 0.0 0.0 2.5345 21234.3015 -2.899271 -0.769038 3.51994 1.818727 4.988359 9.204648 37.492149 3
41863 1001592134.57072 1001592150.09049 87.818768 69.752452 0.1074 -0.008078 0.101772 -0.033346 0.0912 0.081748 -0.029712 -0.027422 0.0 0.0 4.0066 36731.217 -1.771371 -0.185306 5.772172 1.311392 5.563412 8.861533 23.601116 3
41867 1001592263.08009 1001592278.59876 89.153254 71.850016 0.0937 0.079357 0.045872 0.019441 0.1448 0.085867 -0.115957 -0.012164 0.0 0.0 3.2664 28807.3757 3.009821 -1.017781 4.17582 1.580807 4.70913 6.073167 24.490138 3
41868 1001592269.11775 1001592284.55317 133.2756 55.832758 0.1369 0.071378 -0.116807 0.001697 0.1037 -0.09146 0.031321 -0.037519 0.0 0.0 2.6934 22851.0231 2.003306 0.350973 5.337852 0.99338 1.296074 18.791487 50.941891 3
41874 1001592288.43468 1001592352.2849 24.646232 24.413214 0.169 -0.003055 0.02878 0.166503 0.0657 -0.00177 0.011111 0.064729 0.0 0.0 2.7523 23454.6912 1.310985 -0.406502 5.406145 1.863244 5.374692 9.391567 9.658129 3
41877 1001592409.32898 1001592441.02515 51.28097 49.0698 0.2088 -0.035626 -0.113648 0.171501 0.0495 -0.02431 0.014361 0.040657 0.0 0.0 2.029 16207.1952 -2.54206 0.727298 4.459647 2.738969 0.808167 72.994536 50.678946 3
41895 1001593305.37404 1001593433.25807 18.935082 18.856507 0.0726 -0.016951 0.001503 0.070577 0.1627 -0.037076 -0.008932 0.158167 0.0 0.0 1.3596 9917.1507 1.845949 -0.913662 3.149857 1.189206 1.604289 18.829506 16.34896 3
41897 1001593327.26605 1001593455.16949 18.74721 12.890481 0.2273 -0.043134 0.130182 0.181266 0.1338 -0.087555 0.083739 0.056784 0.0 0.0 1.1506 8073.7176 -2.763776 -0.620423 2.438451 2.520905 6.01632 19.348143 64.664152 3
41903 1001593858.4192 1001593865.64393 135.718149 120.347608 0.0896 0.018075 0.087385 -0.00808 0.1856 0.099934 0.061766 0.143685 0.0 0.0 3.9966 36621.6124 2.669167 -0.483036 5.457151 1.01099 2.754981 12.665878 33.520121 3
41931 1001594542.83694 1001594606.60037 58.390695 20.759256 0.1354 -0.11694 -0.01128 -0.067313 0.1335 -0.033798 -0.104016 0.076554 0.0 0.0 1.489 11092.5716 -1.578631 0.190059 1.765755 1.114875 2.254974 22.984375 44.852301 3
41934 1001594683.58312 1001594690.98461 102.817839 94.326624 0.1797 0.17419 -0.005364 0.043831 0.1545 -0.10133 0.111251 0.035011 0.0 0.0 2.295 18828.238 0.665403 -1.236238 3.72252 2.938021 4.845018 88.644998 130.841502 3
41938 1001594716.81517 1001594748.47801 57.726923 53.169383 0.1955 0.183784 -0.054996 0.03767 0.1295 0.013098 -0.107649 0.070784 0.0 0.0 0.7492 4764.1824 -0.177248 0.377315 2.102277 1.563221 3.750715 31.666014 94.020963 3
41941 1001594798.98967 1001594801.97807 185.447362 145.439437 0.1138 0.049695 -0.089901 0.048975 0.1441 -0.076338 0.120916 -0.017795 0.0 0.0 5.4425 52646.254 2.022357 -0.33692 1.880478 1.144478 1.822574 11.890247 22.165137 3
41942 1001594887.33597 1001594894.72061 104.114089 94.325989 0.7277 -0.263172 0.677374 0.038111 0.0726 0.067186 -0.027287 0.00349 0.0 0.0 2.399 19868.0323 -1.95197 0.134622 0.550177 2.266474 2.699979 55.384397 118.940673 3
41944 1001594942.97134 1001594945.26138 289.708116 281.144643 0.0765 -0.014052 0.017287 0.073184 0.1476 0.006999 -0.04241 0.141203 0.0 0.0 6.1781 61012.7687 1.0356 0.346187 0.705632 2.755616 0.197229 34.800284 88.592968 3
41946 1001594961.28843 1001594968.61631 136.349766 78.04779 0.7002 0.594459 0.227291 0.291954 0.125 -0.002638 0.053109 0.113126 0.0 0.0 2.5596 21487.7425 -0.378195 -0.582908 1.989693 0.110288 1.095667 64.293998 118.725383 3
41951 1001595155.55191 1001595187.25626 61.798049 35.93914 0.1687 0.062067 -0.040155 -0.151641 0.1784 0.043739 0.022784 -0.171448 0.0 0.0 2.4297 20175.4632 -0.295625 0.338667 2.859535 1.997481 1.102415 10.774287 18.836217 3
41962 1001595459.19209 1001595466.39631 163.098392 100.317814 0.0693 -0.006997 0.068798 0.004515 0.0663 -0.064374 0.015267 0.004319 0.0 0.0 7.9802 81953.4203 0.666382 -0.100889 2.5372 2.087839 4.361158 10.36065 13.026015 3
41969 1001595744.43583 1001595776.1851 45.28199 35.896081 0.2753 -0.116604 0.064669 0.240856 0.1625 -0.153324 -0.048348 0.023672 0.0 0.0 2.149 17381.4623 2.37311 -0.826773 2.974069 1.129618 2.035641 14.730239 18.714333 3
41971 1001595800.72094 1001595816.21362 88.96833 79.388742 0.1628 -0.059282 0.12726 -0.082428 0.0793 -0.002241 -0.078379 -0.011843 0.0 0.0 1.6878 12937.8339 0.967353 -0.803167 6.021999 0.544143 5.536787 117.891664 73.774907 3
41982 1001596066.38925 1001596073.50973 172.718175 115.234489 0.08 -0.011519 -0.021748 0.076121 0.1232 -0.023792 0.029502 0.117226 0.0 0.0 9.6847 102213.3572 1.505226 0.227602 2.376451 1.434242 2.012614 3.746741 11.845089 3
41989 1001596361.29652 1001596368.5779 123.083527 111.676643 0.0855 0.043858 0.060561 0.041463 0.2581 0.128649 -0.221974 0.028153 0.0 0.0 3.4539 30792.3413 2.42254 -0.302718 0.277472 1.389986 0.420922 7.176395 16.104248 3
41994 1001596456.63479 1001596472.2466 77.341764 49.576342 0.1428 -0.123133 0.061535 0.037992 0.3699 0.325412 0.145766 0.098413 0.0 0.0 3.4503 30753.0155 -0.30471 -0.162549 4.263201 0.524813 2.466617 23.101604 32.973456 3
42016 1001597278.10035 1001597341.94068 34.905514 17.833579 0.1024 -0.006198 -0.029359 -0.097905 0.1464 -0.123243 -0.036252 -0.070214 0.0 0.0 1.2948 9337.9627 -0.465539 -0.198845 1.858837 1.330087 5.847393 13.834066 35.865509 3
42041 1001598473.7159 1001598481.06234 112.690298 102.719057 0.2345 -0.049048 -0.143773 -0.178645 0.0959 0.016293 -0.093474 -0.013924 0.0 0.0 4.0069 36733.3877 -2.67624 -1.157134 2.222006 1.002298 5.44631 14.428089 52.249761 3
42048 1001598693.2084 1001598757.03603 28.458827 27.46133 0.1172 0.056577 0.090403 -0.048602 0.0928 -0.026658 -0.025976 0.085009 0.0 0.0 2.2271 18152.7671 0.946145 -0.185789 1.526595 1.622063 0.358256 12.866257 14.784775 3
42049 1001598743.22883 1001598745.24055 335.344418 319.603938 0.0795 0.00251 -0.006402 0.079202 0.1803 0.009276 0.012536 0.179624 0.0 0.0 6.8467 68713.9801 2.453325 -1.135202 1.915431 2.321498 2.419794 31.028835 47.656712 3
42059 1001599038.00133 1001599040.30663 280.246523 277.999097 0.0522 0.024564 0.036817 -0.027675 0.2303 -0.054362 -0.191859 0.115209 0.0 0.0 4.944 47053.2001 1.66418 0.896429 5.588707 2.261618 4.264763 23.727726 82.99295 3
42063 1001599133.54105 1001599197.33768 34.842515 32.389488 0.1511 0.029845 -0.08576 0.120771 0.0842 -0.027644 -0.042382 0.067299 0.0 0.0 1.6462 12547.6339 0.053207 -0.459619 1.788729 2.536808 5.757172 47.086488 56.967285 3
42065 1001599199.95582 1001599215.48047 82.004619 72.201937 0.1944 0.166749 0.035789 0.093302 0.1295 0.085366 -0.097301 0.003923 0.0 0.0 1.7207 13247.7996 0.04293 -0.511203 2.644533 2.000965 2.01831 47.812907 44.613545 3
42074 1001599464.47908 1001599480.03536 75.230886 70.640256 0.1553 0.005753 -0.04607 0.148198 0.0735 -0.021386 0.005049 0.070139 0.0 0.0 3.6987 33407.4323 -1.559188 0.104337 3.451867 1.630917 5.721109 10.785469 16.866072 3
42076 1001599526.24603 1001599528.33624 370.620557 234.07176 0.7515 0.284961 -0.676009 -0.162975 0.2203 0.153005 0.058586 -0.147273 0.0 0.0 3.524 31538.5533 -2.126258 0.145126 2.129123 1.98395 5.221524 47.697827 68.709056 3
42083 1001599763.31076 1001599770.65451 150.02239 63.297797 0.1667 0.039917 0.140742 0.07992 0.1786 0.052498 0.147683 0.085625 0.0 0.0 2.7561 23494.7364 2.436981 -1.320735 6.112108 0.799915 1.516451 37.143819 68.096714 3
42090 1001600071.7058 1001600103.40759 58.218081 40.341341 0.1749 0.042137 0.168358 -0.021685 0.1835 0.005678 -0.177646 0.045629 0.0 0.0 0.8973 5943.6977 -2.91625 -0.435831 1.755893 1.996299 3.196319 40.355648 74.718832 3
42094 1001600190.18335 1001600254.02576 29.188876 23.448325 0.0732 0.017889 0.024359 0.06667 0.1019 -0.041925 0.003509 0.09281 0.0 0.0 0.4511 2582.1447 0.089703 -0.806464 2.153805 1.819449 1.640414 98.528882 119.702112 3
42101 1001600522.2553 1001600529.54437 121.75949 112.177354 0.1635 0.0576 -0.041535 0.147273 0.1346 0.05033 0.029743 0.121241 0.0 0.0 2.2058 17941.9267 0.160119 0.413749 1.083147 2.290524 6.175494 31.533922 84.615222 3
42113 1001601185.07122 1001601192.13348 157.183391 153.268867 0.0671 0.000987 -0.03743 -0.055682 0.1275 0.111224 0.060901 -0.013287 0.0 0.0 2.4602 20483.5524 1.124232 0.207094 1.519358 1.374008 4.664889 25.501095 75.72649 3
42127 1001601827.53942 1001601843.01354 89.433888 83.463644 0.1775 0.009182 0.011227 0.176906 0.076 0.00208 -0.005851 0.075746 0.0 0.0 2.7431 23360.2616 -1.073889 1.152235 0.245338 0.451361 3.339277 59.192218 50.855923 3
42150 1001602657.71675 1001602689.40986 51.059128 50.59843 0.1404 -0.046792 -0.009891 0.132003 0.214 0.061158 -0.03967 0.201201 0.0 0.0 2.134 17233.8916 -1.723607 -0.358515 3.940675 1.521844 5.801877 11.403031 21.228304 3
42163 1001603253.48122 1001603269.10976 67.742965 55.167237 0.1941 -0.135805 -0.052229 -0.128468 0.114 0.06458 0.063968 0.0688 0.0 0.0 1.7297 13333.744 2.044204 1.007109 3.870453 2.011299 0.142737 25.706203 72.304034 3
42167 1001603385.38656 1001603417.1362 41.500787 41.267571 0.2217 -0.051078 0.114527 0.182827 0.1422 -0.136674 0.03919 0.002275 0.0 0.0 1.9152 15104.4285 -2.983291 0.144568 1.502856 1.570339 4.110323 11.345024 21.52506 3
42179 1001603901.37994 1001603902.36578 166.279324 160.973307 0.1774 -0.080571 0.137841 -0.077323 0.1692 -0.126731 -0.020446 -0.110227 0.0 0.0 3.1366 27442.0311 -2.908592 1.330165 4.62274 2.087878 5.319319 38.83792 74.826416 3
42180 1001603942.53288 1001603945.23637 285.558168 144.300554 0.1769 0.11237 0.046904 -0.128322 0.0566 0.027897 0.042469 0.024934 0.0 0.0 6.6745 66723.1272 0.624327 0.468634 0.712996 1.06152 5.914037 10.960512 30.481837 3
42184 1001604023.40176 1001604038.92422 79.360907 75.228228 0.1171 0.011453 -0.000605 0.116537 0.1903 0.014539 0.011663 0.189385 0.0 0.0 2.9623 25623.5264 0.719287 -0.701538 2.506424 1.726087 3.471935 22.471525 15.11583 3
42193 1001604723.565 1001604755.30401 43.737843 41.789703 0.2027 0.081355 -0.145445 0.115387 0.104 0.068313 0.051425 0.059202 0.0 0.0 1.4754 10968.0626 -0.498915 -0.106129 0.134618 0.914946 4.284266 22.040698 81.054932 3
42215 1001605286.79359 1001605294.2317 98.14391 88.424018 0.1403 0.012041 0.003079 0.139748 0.0378 0.001929 0.002737 0.037651 0.0 0.0 2.4615 20495.6476 -2.873871 0.672373 5.80564 2.153184 1.985356 38.346576 84.885396 3
42218 1001605358.1869 1001605373.81678 60.696642 60.325131 0.187 -0.018168 -0.008291 0.185931 0.1421 0.011027 0.010426 0.141287 0.0 0.0 3.1279 27350.8881 -2.376897 1.26729 3.613635 0.868944 5.49224 30.533938 36.021064 3
42226 1001605563.35743 1001605595.12183 40.391167 37.78053 0.1968 -0.142256 -0.0922 0.099963 0.0716 -0.045702 0.024953 0.049145 0.0 0.0 1.4736 10951.6016 -2.331035 -0.266491 5.531317 2.308244 1.040875 34.994829 57.450096 3
42229 1001605662.97086 1001605726.75223 41.136581 30.626215 0.216 0.050251 -0.05611 0.202441 0.2308 -0.005864 -0.08027 0.216312 0.0 0.0 1.3688 10000.7833 2.926615 -0.145314 1.754342 1.187952 3.974289 14.260712 43.828316 3
42232 1001605843.97985 1001605859.56041 81.938787 57.683958 0.1797 -0.111426 -0.140674 -0.009341 0.1364 0.132958 -0.025419 0.016762 0.0 0.0 2.3866 19742.6397 0.299699 -0.179344 4.272974 1.892417 4.061721 18.368474 27.666271 3
42235 1001605917.59822 1001605981.41304 41.586279 19.317029 0.2085 -0.146515 -0.140988 0.046131 0.1449 -0.110939 0.055255 0.075069 0.0 0.0 1.2345 8804.7895 2.12391 -0.083109 3.589221 2.537932 4.787104 44.573985 87.871285 3
42250 1001606468.44117 1001606475.57045 148.251121 138.920907 0.1819 -0.042683 -0.04958 0.169728 0.0899 0.0314 0.007712 0.083884 0.0 0.0 4.641 43685.3591 -0.385004 0.110074 2.669678 2.787059 0.991272 20.740995 70.508942 3
42307 1001608391.96825 1001608423.63952 58.029255 48.865297 0.1707 -0.042246 0.122741 0.110853 0.0951 0.018699 -0.069859 0.061758 0.0 0.0 1.7437 13466.141 -1.454801 0.015189 1.293396 1.506974 3.296487 25.589504 29.55932 3
42317 1001608763.10402 1001608891.00709 17.211666 14.668374 0.1166 -0.081026 0.08274 -0.013577 0.1733 -0.044293 -0.166285 -0.020506 0.0 0.0 1.1419 7997.6465 0.7812 -0.142432 5.962051 1.427045 0.128684 14.844405 18.570148 3
42363 1001610553.23606 1001610568.79441 87.955379 57.515671 0.1363 -0.026233 -0.132795 0.015964 0.1272 -0.088748 -0.031682 0.08544 0.0 0.0 3.3685 29886.237 -1.566555 0.263109 0.887842 0.516209 3.625624 40.938683 21.06279 3
42374 1001610926.19127 1001610941.82286 61.777357 58.514996 0.1997 -0.033279 0.049153 0.190674 0.127 0.037316 -0.005706 0.12126 0.0 0.0 1.6267 12366.3426 0.242835 -1.355978 0.794489 2.419015 4.822763 63.635729 104.296451 3
42391 1001611530.81 1001611562.46234 62.848275 51.127756 0.1633 -0.126761 -0.086725 0.055473 0.1415 0.129115 -0.032264 0.048067 0.0 0.0 5.087 48651.2008 -1.646628 1.177239 3.120664 1.520736 2.736489 8.874863 6.419434 3
42397 1001611686.07239 1001611813.93543 22.764861 22.286838 0.0654 0.010156 0.044745 0.046604 0.1647 0.119381 -0.050896 -0.10141 0.0 0.0 1.5714 11851.0759 1.313832 -1.153253 0.823036 2.031169 3.347665 26.414264 32.632469 3
42402 1001611896.78965 1001612152.70285 14.216087 14.111037 0.1494 0.044916 0.134465 -0.047139 0.1921 0.181929 0.011423 -0.060611 0.0 0.0 0.7335 4641.6841 0.675356 0.37405 2.181368 1.565154 5.617777 16.054487 36.151381 3
42404 1001612038.01272 1001612101.85232 27.241867 25.875065 0.1189 -0.113317 0.018098 0.031129 0.106 -0.078546 -0.00454 0.071035 0.0 0.0 1.021 6966.9844 1.290388 -0.824312 4.07458 1.320394 6.221813 41.455311 38.391488 3
42424 1001612866.20995 1001612873.5537 118.920389 98.085344 0.1389 -0.016504 0.130178 0.045547 0.1173 0.100665 -0.038981 0.045894 0.0 0.0 3.7245 33683.4348 -1.954853 1.164222 4.675367 1.4553 3.23954 16.826638 34.070619 3
42431 1001612965.50787 1001613093.38605 20.828119 19.583874 0.0885 -0.03183 -0.040807 0.071791 0.0718 0.002936 0.041884 0.058244 0.0 0.0 1.3601 9922.5426 0.16466 -0.266323 5.894176 1.908405 6.211754 10.00885 42.948223 3
42435 1001613217.61898 1001613249.36044 46.622576 36.686518 0.1228 -0.116396 -0.029249 0.026007 0.3209 0.273931 0.08416 -0.144416 0.0 0.0 2.7843 23784.5641 -2.756984 -0.87089 3.88286 1.058988 2.656205 14.291396 14.141867 3
42438 1001613551.96477 1001613559.32891 116.271572 93.22088 0.2275 0.122416 -0.178265 0.070655 0.1308 0.124325 -0.001319 0.040623 0.0 0.0 6.954 69959.1302 1.900807 0.502621 0.98833 1.94757 2.502232 4.658361 21.244201 3
42441 1001613897.35089 1001613898.49713 207.463569 166.66989 0.0802 0.03272 -0.071701 0.014847 0.1921 0.038844 0.174356 -0.070665 0.0 0.0 3.7534 33994.1234 -2.801534 -0.611538 3.279426 1.412863 1.66903 16.565833 19.535017 3
42445 1001613988.36188 1001613989.74213 475.638699 369.610563 0.0934 0.020016 -0.040248 0.081872 0.0674 0.011535 -0.030317 0.059081 0.0 0.0 11.6631 126139.3886 -1.496372 0.461394 5.315063 1.97841 2.538615 20.486537 8.804689 3
42447 1001614172.93989 1001614236.78328 28.571056 23.073108 0.2134 -0.206997 -0.006678 0.05145 0.0961 0.093258 -0.001114 0.023169 0.0 0.0 1.1244 7847.639 -2.241182 -0.286415 1.729668 0.799192 5.385899 25.695039 57.271359 3
42461 1001614864.20241 1001614928.00637 42.572468 22.785997 0.1479 -0.017728 -0.145895 -0.016575 0.1508 -0.013921 -0.149202 -0.0169 0.0 0.0 1.3522 9851.5915 -2.045472 0.381323 2.163305 1.863835 4.620813 24.373374 33.313058 3
42462 1001614954.71125 1001614986.38703 74.127899 32.905425 0.213 -0.091472 -0.07814 0.175772 0.2117 0.005572 0.182603 -0.106967 0.0 0.0 2.6681 22593.3968 2.994767 0.189856 4.156383 0.596484 3.296881 19.50679 63.343906 3
42465 1001615196.92156 1001615228.64995 58.283661 32.094777 0.089 0.000893 0.017755 0.087206 0.0776 -0.004194 -0.014922 0.076036 0.0 0.0 3.6147 32506.152 1.59128 0.209696 1.64704 2.240336 0.915863 12.245344 16.603243 3
42473 1001615459.08624 1001615466.26349 138.356551 123.155012 0.7166 -0.000916 -0.392289 -0.599687 0.1918 -0.017936 0.018458 -0.190065 0.0 0.0 3.1751 27845.8234 -0.736463 -0.924087 5.917255 1.652773 2.785613 11.299123 40.094929 3
42501 1001616782.66345 1001616814.33167 54.932552 54.170203 0.2008 0.128121 0.132772 -0.07923 0.2168 0.048405 -0.045638 -0.20634 0.0 0.0 1.7295 13331.8542 1.715779 -0.080546 2.632522 1.496875 3.506885 24.581357 26.370252 3
42511 1001617522.00707 1001617524.66857 220.631169 204.891576 0.7631 0.430148 0.313294 -0.546938 0.2028 -0.07168 0.104836 0.158112 0.0 0.0 3.036 26391.5441 0.21236 -0.927842 0.706758 1.590801 3.731637 29.603952 103.057723 3
42526 1001618228.91642 1001618236.06571 146.162368 121.533339 0.7194 0.119742 -0.66378 0.250189 0.1434 0.059364 0.08294 0.100799 0.0 0.0 3.7828 34311.6083 -0.798904 -0.594546 5.990852 1.67419 1.617884 11.088662 32.101089 3
42535 1001618674.3438 1001618802.23504 21.328935 14.767142 0.1974 -0.045834 -0.131235 -0.140155 0.0971 -0.032552 -0.012872 0.090571 0.0 0.0 1.5895 12019.0176 1.22115 -0.261748 5.041424 0.368697 0.387131 23.732553 47.253899 3
42542 1001618859.21168 1001618987.08887 20.55209 20.097473 0.0601 0.017887 -0.037045 0.043814 0.187 -0.01805 -0.12672 0.136328 0.0 0.0 1.5426 11584.6789 1.019853 -0.464022 2.895988 0.249636 4.590909 28.828145 70.864864 3
42553 1001619235.69548 1001619242.89873 148.345127 115.314018 0.1138 0.047771 -0.0726 0.073468 0.1652 0.124996 0.017099 0.106652 0.0 0.0 5.6261 54723.6503 0.020398 -0.157425 2.289529 0.986872 6.205146 11.427089 39.586402 3
42581 1001620399.26659 1001620463.11925 24.386689 23.987984 0.0756 -0.023644 0.037543 0.061211 0.1384 -0.080838 0.007908 0.112059 0.0 0.0 0.1137 545.6354 -1.418225 0.795954 1.295625 2.002555 2.949147 587.553918 653.770127 3
42591 1001620823.4773 1001620855.1399 59.012577 53.432344 0.1824 0.046346 0.047764 0.169825 0.0706 0.016908 -0.067708 0.010683 0.0 0.0 2.0779 16684.6244 1.248322 -0.682331 2.901947 1.208161 2.618796 24.383678 42.985082 3
