distMpc z
43317.0176 4.6076
9266.8983 1.2868
78109.1832 7.6528
20688.2964 2.4806
19924.2445 2.4047
21804.613 2.5907
18704.7993 2.2826
14991.7345 1.9036
16781.5337 2.0878
21780.2159 2.5884
16387.5723 2.0476
51794.8509 5.367
22731.3619 2.6816
15372.7179 1.943
23444.4247 2.7513
56444.0707 5.7778
150777.7969 13.6709
19121.3706 2.3245
13399.9161 1.7368
14724.4944 1.8758
14618.9597 1.8647
24294.4356 2.8338
17919.1814 2.2035
64125.3293 6.4493
14758.0985 1.8793
19156.3103 2.3279
13570.3145 1.7548
45013.2764 4.7607
7851.942 1.1249
21356.9153 2.5467
36226.916 3.9602
35562.265 3.8988
16144.8647 2.0227
11813.0891 1.5673
30337.8138 3.4112
26610.6154 3.057
31139.0972 3.4865
39777.7581 4.2861
19804.8205 2.3927
16791.3272 2.0888
28734.6439 3.2595
12065.48 1.5944
19891.1168 2.4013
24991.9878 2.9013
50441.2217 5.2466
4672.6317 0.7375
94404.6046 9.0314
9403.785 1.3021
25974.9115 2.996
26728.5923 3.0684
17506.5502 2.1616
26432.2112 3.04
15509.0696 1.9571
40403.6933 4.3431
33761.8814 3.7317
58535.796 5.9615
26842.456 3.0793
132858.7269 12.2133
13926.4117 1.7922
26629.4037 3.0589
23745.4818 2.7805
1720.5181 0.3191
25280.0221 2.9291
43566.9661 4.6303
43190.997 4.5963
20653.9846 2.4771
19403.1429 2.3527
8905.1454 1.2458
8362.8016 1.184
42899.3139 4.5698
29738.0139 3.3546
29325.588 3.3155
27563.6147 3.1481
21395.4421 2.5505
93023.5236 8.9154
20112.1144 2.4234
10010.6835 1.37
14577.7375 1.8604
28864.3122 3.2719
53843.9744 5.5484
110548.4718 10.3776
9098.5187 1.2677
12305.6987 1.6202
23361.2878 2.7431
17844.053 2.1959
10442.5543 1.4178
32639.9251 3.6271
7663.0411 1.103
28174.6464 3.2064
23114.1639 2.7191
35863.0213 3.9266
16108.8465 2.0189
17550.9043 2.1662
8312.313 1.1782
4760.2954 0.7488
31727.31 3.5417
6351.2144 0.947
12214.36 1.6104
30327.2039 3.4101
65287.5345 6.5502
8887.5239 1.2438
63729.5541 6.4149
14243.8471 1.8256
16491.0587 2.0581
43130.2119 4.5907
7089.9617 1.0355
87046.8366 8.4117
4479.1719 0.7124
18690.87 2.2812
40059.3484 4.3117
42582.465 4.5412
17845.0412 2.1959
31875.6378 3.5556
38675.4825 4.1852
21699.935 2.5804
14886.8642 1.8926
12404.6204 1.6308
6018.7159 0.9065
70883.3096 7.0336
116144.8216 10.8406
14971.5213 1.9015
21175.5624 2.5288
60655.5237 6.147
32736.2823 3.6362
13656.5916 1.7638
16103.9801 2.0185
39987.0122 4.3052
19318.1498 2.3441
29155.5387 3.2995
21464.4087 2.5572
99246.683 9.437
40620.9966 4.3629
61050.5662 6.1814
12542.0205 1.6456
13852.2224 1.7845
23853.493 2.791
37266.7558 4.056
8660.7888 1.2181
20460.3727 2.4579
8798.6341 1.2337
32346.7807 3.5997
6329.7603 0.9445
15107.3198 1.9156
35819.729 3.9226
22586.2461 2.6675
9238.5002 1.2835
61125.0224 6.1879
68966.5515 6.8685
25225.076 2.9238
17913.2485 2.2029
24905.0408 2.8929
35768.8682 3.9179
26543.8263 3.0507
43867.9961 4.6574
97014.1722 9.2502
14580.6129 1.8607
14928.2214 1.8969
15561.3383 1.9626
4684.2483 0.7389
25330.8352 2.9341
16494.9658 2.0585
23021.9674 2.71
28135.7507 3.2027
44035.209 4.6726
16288.0839 2.0373
18652.0748 2.2774
9795.0756 1.3459
40573.7935 4.3586
35604.4397 3.9026
8447.3674 1.1937
9000.4121 1.2567
21627.8184 2.5734
16200.376 2.0284
30891.2143 3.4632
44972.1999 4.757
33437.4895 3.7016
35698.5426 3.9114
28521.851 3.2393
16533.0669 2.0625
12168.7332 1.6056
15904.6507 1.9979
7590.2947 1.0944
37215.6621 4.0512
14291.6075 1.8305
13447.2142 1.7417
49737.196 5.184
40128.4103 4.3181
23359.2355 2.7429
44845.6652 4.7457
22101.7426 2.6199
20203.6271 2.4324
69095.1875 6.8796
15099.6099 1.9147
75114.0532 7.3968
7029.2623 1.0284
31744.3795 3.5434
13097.8496 1.7047
3721.5158 0.6117
5655.2537 0.8618
13410.3194 1.7378
60067.4327 6.0956
24863.6513 2.8889
103575.0809 9.7982
20162.3889 2.4284
15099.6099 1.9147
27806.9851 3.1713
53982.0003 5.5606
12641.2526 1.6562
31635.5807 3.5332
21180.6253 2.5293
43279.4283 4.6043
8843.4984 1.2389
17244.7071 2.1351
14756.1779 1.8791
36402.5166 3.9764
46791.1348 4.9206
29920.1293 3.3718
9799.5589 1.3464
22302.5112 2.6397
52078.8695 5.3921
37858.7193 4.1104
67720.7595 6.7608
54241.1783 5.5835
16618.1092 2.0711
20030.7072 2.4152
25765.8772 2.976
17719.6 2.1833
58214.2045 5.9333
20474.4816 2.4594
16912.837 2.1012
54104.2171 5.5714
12392.4814 1.6296
125955.3469 11.6479
28297.6853 3.218
17767.9832 2.1881
5911.1414 0.8933
16427.5885 2.0516
28434.4737 3.2311
16071.8676 2.0152
64671.0531 6.4966
9813.9078 1.348
12086.8627 1.5967
63662.8477 6.409
14876.2873 1.8916
22252.5508 2.6347
8536.4636 1.2039
6566.5553 0.973
75218.003 7.4058
18897.9726 2.302
21682.6646 2.5787
18433.4487 2.2553
12548.5695 1.6462
13470.8733 1.7443
33588.8978 3.7157
10566.9205 1.4314
15946.43 2.0023
3868.7921 0.6315
21834.0979 2.5936
13726.8155 1.7712
23559.4441 2.7624
15175.7724 1.9226
10598.7341 1.4349
63258.1527 6.3739
5874.5596 0.8889
12408.3558 1.6313
68045.8959 6.7889
39954.1369 4.3022
24060.4382 2.8112
31163.5794 3.4888
31249.8178 3.497
25150.4571 2.9167
9007.4763 1.2574
9587.4586 1.3228
9814.8047 1.3481
30742.3879 3.4493
36354.8129 3.972
34666.0926 3.8157
7350.7668 1.0663
2966.1645 0.5067
7605.6886 1.0962
17881.6114 2.1997
11783.4551 1.564
4978.9978 0.7768
27382.3124 3.1309
12232.0597 1.6123
48698.2196 5.0912
39844.5745 4.2922
20085.9787 2.4207
25438.7273 2.9444
11799.1966 1.5657
14399.6387 1.8418
29438.6698 3.3262
18865.0931 2.2988
13676.5142 1.7659
33166.0177 3.6763
24351.1758 2.8394
24418.255 2.8458
98816.1111 9.401
22171.0155 2.6267
9408.2355 1.3027
27338.3197 3.1267
28448.1571 3.2323
49803.4001 5.1898
11345.9888 1.5167
23893.6281 2.795
73305.7959 7.2419
27686.3152 3.1599
23322.2989 2.7393
37633.343 4.0896
23038.3543 2.7117
14125.5105 1.8132
78454.9947 7.6823
29092.1977 3.2934
63715.7522 6.4136
23658.0918 2.7721
33742.5364 3.73
40720.9118 4.372
56140.6816 5.7511
23094.6961 2.7172
63108.7542 6.3609
27357.1726 3.1284
121313.532 11.2666
65919.5696 6.6049
18858.1197 2.298
18547.6842 2.2668
22582.1602 2.6671
18736.6433 2.2858
92200.4522 8.8462
7980.3768 1.1399
26372.7774 3.0343
57039.9584 5.8301
15929.9106 2.0006
15899.7937 1.9974
16519.388 2.061
48867.3029 5.1063
29565.5545 3.3382
43644.4155 4.6372
7190.5084 1.0474
11421.4671 1.5249
23864.8123 2.7921
11611.4572 1.5454
61991.6494 6.2636
22044.7164 2.6143
14811.8898 1.8848
17685.0524 2.1797
15113.1027 1.9162
12990.5096 1.6933
18995.663 2.3119
20038.7453 2.416
25790.825 2.9783
10450.7165 1.4186
15325.3767 1.9382
20588.4104 2.4707
7076.4641 1.0339
21296.1029 2.5406
36258.3434 3.963
25224.0394 2.9238
62248.6539 6.2859
61616.6537 6.2309
114908.6193 10.7385
35158.1171 3.8613
26073.7845 3.0055
46090.4617 4.8576
12475.6259 1.6384
21290.023 2.54
22125.1698 2.6223
33144.5687 3.6742
15002.3241 1.9046
62390.9683 6.2984
36486.0154 3.984
20448.2804 2.4567
11810.3104 1.567
9873.1367 1.3546
18998.6546 2.3121
80361.1291 7.8448
8708.155 1.2234
12574.7715 1.649
8002.8288 1.1424
4596.8887 0.7277
14703.378 1.8736
9474.147 1.31
41643.3841 4.4559
78437.4078 7.6809
17068.8342 2.1172
23145.9319 2.7222
15153.5924 1.9204
16976.5837 2.1077
37812.9784 4.1062
50201.9399 5.2253
17096.3274 2.1199
84542.8261 8.1998
44721.3879 4.7344
20769.0614 2.4886
10204.5364 1.3915
13139.3175 1.7091
65579.26 6.5755
18150.7858 2.2269
8001.9651 1.1423
18255.8425 2.2374
21026.7902 2.5141
48692.6219 5.0907
41253.8854 4.4206
32643.1364 3.6275
44596.0388 4.7232
29294.949 3.3127
2712.0568 0.4701
61582.2615 6.2279
13508.7418 1.7483
45133.1985 4.7716
18042.8478 2.2159
70937.913 7.0384
8609.9676 1.2123
23566.6353 2.7631
45428.7081 4.7981
33606.084 3.7172
21246.4572 2.5358
20533.9556 2.4653
7291.3314 1.0594
6733.1745 0.993
26984.611 3.0928
25849.0488 2.984
56900.028 5.8178
21725.3359 2.5829
63377.6959 6.3842
15750.3097 1.9821
3480.0958 0.5786
13694.5433 1.7678
26876.9407 3.0825
37343.9551 4.063
29473.5564 3.3295
46088.2356 4.8575
12602.8551 1.6521
34247.007 3.7769
28437.6314 3.2313
28307.1526 3.2189
29262.2013 3.3096
7675.8925 1.1044
141235.7013 12.8963
11084.3246 1.4882
40201.8717 4.3247
17696.8961 2.181
21307.2501 2.5417
8129.1277 1.157
33482.5814 3.7058
11438.9682 1.5268
49917.8763 5.2001
15440.3871 1.9501
5742.4456 0.8726
29298.1184 3.3129
16316.3605 2.0402
31758.2492 3.5446
6998.1097 1.0247
96005.6658 9.1657
11192.5359 1.4999
48116.4187 5.0393
18562.5919 2.2683
17156.246 2.1261
58197.1035 5.9318
12338.347 1.6238
38880.8001 4.204
36121.8194 3.9505
39524.8459 4.263
7239.6147 1.0533
48544.8662 5.0775
31262.5963 3.4981
70804.3159 7.0268
12882.3742 1.6819
12840.1006 1.6773
9958.5017 1.3641
41987.0051 4.4871
37476.6502 4.0752
13726.8155 1.7712
108538.4675 10.211
11822.3523 1.5682
21436.007 2.5545
32175.7485 3.5838
23405.4173 2.7475
22925.7262 2.7006
46209.5745 4.8684
20526.8981 2.4646
20315.3312 2.4436
5341.9355 0.8226
6506.778 0.9658
20516.8166 2.4636
20561.1805 2.468
24441.9965 2.8481
30632.9503 3.439
54321.5603 5.5907
55493.5468 5.694
48432.9616 5.0675
73445.6465 7.2538
14987.8841 1.9031
11334.9503 1.5154
73691.6093 7.2749
2304.673 0.4098
12705.916 1.663
1026.7045 0.2026
17568.6506 2.1679
16745.3053 2.0842
55338.1199 5.6803
18640.1402 2.2761
17626.8374 2.1738
103207.8124 9.7676
17331.2674 2.1439
47624.7032 4.9953
2359.2165 0.4179
36723.6194 4.006
11053.1787 1.4848
27565.7116 3.1484
80231.8914 7.8338
19183.2701 2.3306
73987.7964 7.3003
29301.2878 3.3133
4265.4678 0.6844
10480.6538 1.422
19158.3072 2.3281
15248.1333 1.9302
18799.3588 2.2921
21467.4521 2.5575
13263.8483 1.7224
9810.3202 1.3477
13625.2942 1.7606
3985.8588 0.6472
44280.0619 4.6947
38900.4646 4.2058
15961.98 2.0038
19228.215 2.3352
7183.7402 1.0467
29873.5286 3.3674
39730.6655 4.2817
11572.6782 1.5413
20481.5366 2.46
5353.0893 0.824
21017.6864 2.5131
22313.7288 2.6408
8854.9411 1.2402
75687.6907 7.4459
4015.0567 0.6512
13490.7521 1.7464
20166.4116 2.4287
21579.0822 2.5686
12157.5636 1.6043
96964.0247 9.2461
49629.4936 5.1743
35258.5635 3.8706
22012.139 2.6111
25949.9407 2.9937
54861.9023 5.6383
96615.4396 9.2169
4037.5481 0.6542
18610.3084 2.2731
53038.0355 5.4771
25785.6273 2.9779
17820.3378 2.1934
39256.8044 4.2385
5158.6074 0.7995
6578.1914 0.9745
95519.0314 9.125
35301.7765 3.8746
31600.3908 3.5299
23338.7142 2.741
68169.7406 6.7996
29079.5316 3.2923
10475.2095 1.4213
53035.7766 5.477
8948.3451 1.2508
20926.6785 2.5042
42441.2357 4.5283
31449.0216 3.5156
40064.8291 4.3122
4200.2873 0.6757
25674.4285 2.9672
4562.198 0.7231
78504.24 7.6866
17981.4937 2.2098
77761.1652 7.6231
39662.7756 4.2755
18944.8151 2.3068
10253.3281 1.3968
24197.5017 2.8245
38133.2969 4.1356
36337.4679 3.9703
26197.7039 3.0175
19921.2326 2.4043
17152.3159 2.1256
56686.217 5.7991
28437.6314 3.2313
9861.4653 1.3534
47451.6125 4.9798
28422.8961 3.23
33181.033 3.6776
7270.9753 1.057
9228.742 1.2825
25942.6582 2.9929
11036.6957 1.4829
23362.3139 2.7433
24501.8798 2.854
23966.7173 2.802
13460.4625 1.7431
60928.0191 6.1707
5790.1944 0.8784
13007.4484 1.6951
56240.657 5.7599
14787.8721 1.8823
15240.4123 1.9293
19346.1417 2.347
29434.4415 3.3258
13268.5691 1.7228
27871.0194 3.1774
43415.43 4.6166
10422.6072 1.4156
3853.9341 0.6296
14344.173 1.836
27472.4206 3.1395
55692.1485 5.7115
12151.9794 1.6038
10052.1036 1.3745
25083.1176 2.9101
12719.0428 1.6644
22654.7007 2.6742
15101.5373 1.9149
15231.7268 1.9284
31200.8394 3.4924
19344.1421 2.3468
13382.8954 1.7349
8975.6954 1.2538
8260.1441 1.1722
12695.6037 1.662
17342.0919 2.145
24432.706 2.8472
18240.9707 2.2359
41004.336 4.3979
10768.9907 1.4537
15023.5068 1.9068
19720.5822 2.3843
22268.8627 2.6364
66969.2267 6.6959
21773.1007 2.5877
54628.4808 5.6178
34652.0775 3.8144
33173.5253 3.677
28282.9591 3.2167
32086.0002 3.5753
23059.8645 2.7138
16400.2588 2.0488
18976.7174 2.31
16306.6091 2.0393
10669.6928 1.4427
27367.6471 3.1294
26582.4361 3.0543
50586.1962 5.2595
31324.3681 3.504
16409.0426 2.0497
81807.4834 7.9677
33932.8191 3.7477
23087.5243 2.7165
42603.4331 4.5431
76055.9135 7.4775
10627.8354 1.4382
21203.9164 2.5316
8581.077 1.2089
13485.072 1.7457
25705.5995 2.9701
76932.1087 7.5523
11817.7205 1.5677
10352.845 1.4079
30425.8935 3.4194
27313.185 3.1242
20010.6138 2.4133
21504.9915 2.5612
18063.6359 2.218
19094.4232 2.3218
17079.6343 2.1183
36633.5477 3.9977
110964.8206 10.4122
10171.1289 1.3878
28557.6538 3.2428
41476.0921 4.4408
27671.6294 3.1585
69047.6707 6.8754
9187.9555 1.2778
55326.7765 5.6794
11888.1559 1.5754
17323.3956 2.1431
19892.1205 2.4015
12175.2495 1.6062
11390.1609 1.5214
22949.2696 2.7029
30469.4143 3.4236
54315.8992 5.5902
18380.8355 2.25
20529.9227 2.4649
41167.0188 4.4127
5349.902 0.8236
9769.9761 1.3432
24389.3564 2.843
26253.9612 3.0229
66025.7341 6.6142
21147.2137 2.5259
84219.5055 8.1724
32094.5464 3.5762
59291.4205 6.0277
26237.2908 3.0213
18619.2572 2.274
18911.9239 2.3035
41208.8002 4.4165
13454.7844 1.7426
14400.5953 1.8419
15189.2757 1.9241
7904.4746 1.1311
6805.0757 1.0016
9792.3858 1.3457
33618.9744 3.7184
17175.8982 2.128
26908.2953 3.0856
14925.3354 1.8966
33069.5103 3.6673
25100.7272 2.9118
19640.4026 2.3763
13189.2956 1.7145
16503.7572 2.0595
66337.3971 6.6411
17144.4563 2.1248
12851.3714 1.6785
8079.7746 1.1514
18290.5504 2.241
8839.9781 1.2385
14878.2103 1.8918
13957.8185 1.7955
29263.2576 3.3096
18429.4772 2.255
5755.3864 0.8741
28116.8309 3.2008
54180.0508 5.5781
21962.2676 2.6063
10883.9737 1.4663
34548.6021 3.8049
46723.1348 4.9145
10576.9173 1.4325
33387.0381 3.6968
4938.2241 0.7715
25985.3169 2.9971
14831.1084 1.8868
44069.546 4.6757
5903.8213 0.8924
26776.6374 3.073
16439.3033 2.0528
5503.3385 0.8428
18376.8656 2.2496
44644.8428 4.7275
6277.8363 0.9382
15207.6046 1.926
11147.5788 1.495
13295.0107 1.7256
32844.4569 3.6463
16323.187 2.041
56489.5363 5.7817
20286.1389 2.4407
56007.7875 5.7393
12498.9976 1.6409
48054.9252 5.0338
68130.3858 6.7962
64637.6522 6.4938
38650.3723 4.1829
19194.2552 2.3317
13612.968 1.7592
22839.7693 2.6923
46202.8944 4.8678
5841.2702 0.8848
6988.8534 1.0235
16978.5457 2.108
15868.7144 1.9943
6262.1938 0.9363
51715.9852 5.36
11987.4404 1.586
13298.7887 1.7261
28853.7673 3.2708
57813.0317 5.898
61981.3254 6.2626
33307.6224 3.6894
24286.1839 2.8331
26163.3321 3.0141
18334.1967 2.2454
27521.6817 3.1441
26625.2284 3.0585
22351.4667 2.6444
17311.589 2.1418
5586.0217 0.8531
10697.9172 1.4459
19074.4658 2.3197
13401.8075 1.7369
13392.3509 1.736
37912.0917 4.1152
63470.8166 6.3924
18964.7531 2.3087
16742.3683 2.0838
14723.5345 1.8757
23646.7856 2.771
11097.1538 1.4895
12935.9533 1.6876
10949.7729 1.4734
27586.6813 3.1503
7197.2778 1.0482
8927.1812 1.2484
17191.6224 2.1296
25938.4968 2.9926
14496.3056 1.8519
20879.1739 2.4994
54255.8952 5.5849
66053.4319 6.6166
141608.1217 12.9267
13794.2466 1.7784
18224.118 2.2342
29535.942 3.3354
81980.4917 7.9825
89756.3183 8.6404
31783.8568 3.5471
56696.4508 5.7999
47943.14 5.0237
44830.1285 4.7443
13398.0248 1.7366
57672.9139 5.8857
49503.8717 5.1631
5882.6848 0.8899
22471.8773 2.6562
30497.0167 3.4261
21033.8713 2.5147
32607.8135 3.6242
14304.0293 1.8318
57862.0238 5.9024
21348.8056 2.5459
8836.4581 1.2381
11068.7498 1.4865
8946.5811 1.2506
39917.9776 4.2988
24289.2782 2.8333
14978.2585 1.9022
15416.2143 1.9475
29335.0975 3.3165
15404.6134 1.9464
24115.0452 2.8165
34300.8404 3.7818
25386.8487 2.9394
88430.903 8.5287
13970.1939 1.7969
66488.6613 6.6543
12535.4719 1.6448
18089.3783 2.2207
39413.2282 4.2527
86096.0132 8.3314
54534.4608 5.6094
19086.4399 2.3209
8691.4836 1.2215
6753.2246 0.9954
25285.2065 2.9297
23202.3088 2.7277
45474.275 4.8022
25942.6582 2.9929
10226.2165 1.3939
5537.0229 0.847
13376.2772 1.7343
6945.9693 1.0185
5536.2204 0.8469
28660.8814 3.2525
16453.9486 2.0543
105557.2457 9.9633
21188.7261 2.5301
18610.3084 2.2731
26819.4694 3.077
11583.7557 1.5425
56406.5643 5.7744
15307.9917 1.9364
11237.5239 1.5049
47425.9338 4.9775
26975.2007 3.092
47892.8456 5.0193
38658.0143 4.1837
2572.6277 0.4496
32709.513 3.6336
6359.4699 0.948
51446.8084 5.3361
45573.2053 4.8111
8868.1477 1.2416
3525.9094 0.5849
19925.2485 2.4047
12511.1538 1.6422
18561.598 2.2683
24245.9623 2.8291
6101.2936 0.9166
19904.1662 2.4026
38029.759 4.1261
7720.4763 1.1097
22636.3071 2.6723
97141.9385 9.2609
14579.6544 1.8606
42548.2563 4.5381
85804.0879 8.3066
22280.0781 2.6374
29633.2538 3.3447
72694.2364 7.1894
17356.8543 2.1465
15083.2282 1.913
43737.3745 4.6456
20148.3103 2.427
55834.0504 5.7241
17340.1238 2.1448
46670.7485 4.9097
33215.3567 3.6808
3194.482 0.539
11963.3025 1.5835
22874.5561 2.6957
4980.5675 0.777
43506.1235 4.6247
14195.1575 1.8204
15204.7104 1.9257
22622.0025 2.6709
13473.7129 1.7446
75367.5266 7.4185
15216.2879 1.9268
16562.3844 2.0654
5388.176 0.8285
20576.3076 2.4695
16800.1421 2.0897
20847.8493 2.4964
10780.8442 1.4549
17655.448 2.1768
9248.2602 1.2847
42976.633 4.5769
13894.065 1.7889
20732.7118 2.4849
20117.1411 2.4238
4646.3234 0.734
18816.2872 2.2938
15164.1996 1.9215
38304.4769 4.1513
68910.932 6.8636
8956.2839 1.2516
25552.9085 2.9554
64766.6576 6.505
24730.2319 2.8761
19461.1687 2.3584
28042.2184 3.1938
35957.2032 3.9352
65925.339 6.6055
29760.2415 3.3567
7521.9503 1.0864
33272.2145 3.6862
33511.5728 3.7085
16136.1024 2.0217
28878.0212 3.2731
26917.7026 3.0865
30089.6616 3.3878
61166.2635 6.1916
25056.1884 2.9076
16963.8315 2.1065
19636.3948 2.376
11463.8459 1.5294
13946.3965 1.7943
16764.8868 2.0861
11281.6237 1.5096
18715.7448 2.2837
15350.4937 1.9407
13149.6878 1.7103
15970.7279 2.0048
63122.5434 6.362
9673.2722 1.3323
31684.6412 3.5377
27040.0354 3.0981
21565.8854 2.5673
10604.1895 1.4356
31013.5298 3.4747
14192.2942 1.8201
16434.422 2.0524
24403.8051 2.8445
4335.4354 0.6935
45699.9587 4.8225
63124.8416 6.3623
27646.4562 3.1561
94594.0399 9.0473
29230.5143 3.3066
19106.3992 2.323
44761.3301 4.7381
27409.5505 3.1334
13955.9147 1.7954
10398.1358 1.4128
6438.0048 0.9576
27474.5166 3.1397
25706.6386 2.9703
22232.1631 2.6328
39104.8233 4.2245
28476.5791 3.2351
19933.2807 2.4055
22355.5469 2.6448
22160.8265 2.6258
15545.8485 1.9609
37995.9799 4.123
35293.1334 3.8739
19850.9724 2.3973
35951.7897 3.9348
14918.6019 1.896
21176.575 2.5288
128577.6846 11.8629
29330.871 3.3161
41848.1976 4.4745
26134.1727 3.0114
8850.5398 1.2396
8649.393 1.2167
6335.5349 0.9452
22313.7288 2.6408
15643.6675 1.971
55841.998 5.7248
14484.8151 1.8507
67780.916 6.766
27774.4502 3.1683
34815.9877 3.8296
18063.6359 2.218
15103.4648 1.9151
86675.3883 8.3803
71901.6578 7.1212
7855.3847 1.1254
26178.955 3.0156
15290.6097 1.9345
6946.8097 1.0186
7636.4945 1.0998
8338.4206 1.1811
17618.946 2.173
20664.0755 2.4781
11485.0453 1.5317
12513.0241 1.6424
45173.1801 4.7752
21513.1094 2.5621
20073.9176 2.4196
25351.5791 2.936
29152.3713 3.2992
63468.5172 6.3921
144838.6698 13.1892
24873.9978 2.8899
30296.4378 3.4072
10775.3731 1.4544
32405.5981 3.6052
11438.9682 1.5268
26009.2514 2.9994
41811.8517 4.4713
12420.4974 1.6325
26754.7024 3.0709
19708.5524 2.3832
20171.4402 2.4293
7118.6609 1.039
12685.2928 1.6608
8188.947 1.164
10823.7181 1.4596
5504.14 0.8429
26359.2247 3.033
16229.604 2.0314
28232.4768 3.2119
42944.599 4.5739
26648.1937 3.0606
48567.2504 5.0796
12330.8832 1.6229
19018.6007 2.3142
39011.918 4.2161
11650.258 1.5496
32028.3209 3.5699
25744.0504 2.9739
15831.8198 1.9905
58989.9696 6.0012
21746.6759 2.585
28081.0979 3.1974
24527.6975 2.8565
41490.3971 4.4421
5875.372 0.889
10141.3493 1.3844
19627.3778 2.375
9641.9701 1.3289
98704.905 9.3918
40527.6939 4.3544
22796.8071 2.6881
6015.4502 0.9062
6544.1259 0.9704
33204.6301 3.6799
47130.1764 4.9509
5660.0905 0.8623
69419.7737 6.9075
7779.712 1.1165
37045.0456 4.0355
16038.792 2.0118
18067.5959 2.2184
17117.9338 2.1221
38569.5955 4.1756
59107.5632 6.0115
14525.996 1.8551
20283.1194 2.4404
85930.539 8.3173
139066.4966 12.7197
16333.9153 2.0421
12099.8814 1.5981
6578.1914 0.9745
82011.0951 7.9851
13851.2716 1.7844
6397.473 0.9526
16775.658 2.0873
6862.0351 1.0085
15410.4137 1.9469
11329.4318 1.5149
26824.6934 3.0776
26302.9385 3.0276
22392.274 2.6484
120803.1819 11.2246
27638.0658 3.1553
51108.0096 5.306
27190.6955 3.1126
16970.6979 2.1071
39608.0351 4.2706
14825.3424 1.8862
10229.8307 1.3942
16031.0111 2.0109
22571.9457 2.666
20133.2276 2.4255
5252.0873 0.8114
5528.1967 0.8459
27076.6444 3.1016
29379.4801 3.3207
8234.9513 1.1692
19409.1445 2.3533
24851.2363 2.8878
39140.8991 4.2279
24643.4047 2.8676
28572.3978 3.2441
18872.0669 2.2995
5508.1479 0.8435
23526.5738 2.7593
8816.2229 1.2357
19988.5143 2.411
23236.1438 2.7309
100960.9071 9.5802
8778.415 1.2314
21349.8193 2.5459
22224.0088 2.6319
17144.4563 2.1248
10837.4075 1.4611
10800.9092 1.4571
89420.6568 8.6121
67819.0949 6.7694
56772.6416 5.8067
7913.0928 1.1321
10026.8878 1.3718
36152.1529 3.9533
22141.469 2.6239
32838.0295 3.6456
13733.4613 1.7719
44205.8149 4.6879
9434.9463 1.3056
37396.1566 4.0678
17292.8975 2.1399
33122.0491 3.6721
17858.8773 2.1974
20358.6271 2.4478
100911.7935 9.5762
51936.8403 5.3796
117545.7031 10.9561
36298.4451 3.9668
18716.7398 2.2839
11537.6115 1.5374
17351.9333 2.146
15293.5065 1.9348
21441.0784 2.5549
47472.8265 4.9817
9560.6702 1.3197
24189.2544 2.8237
16754.1165 2.085
18339.1574 2.2458
33376.305 3.6959
28392.3762 3.2271
14129.3254 1.8135
13431.1298 1.7401
23390.022 2.746
27120.5835 3.1059
21616.6484 2.5722
10471.5803 1.4209
14684.1853 1.8716
40628.6814 4.3636
98744.3641 9.395
30621.2656 3.4379
83847.9379 8.141
136063.6102 12.4749
60165.7902 6.1041
21300.1563 2.541
139131.5622 12.725
45845.6604 4.8357
35926.8887 3.9324
33355.9131 3.694
80042.7676 7.8177
19844.9517 2.3967
2195.7635 0.3932
123623.0634 11.4565
29167.1531 3.3005
28904.387 3.2757
23277.1647 2.7349
8018.3796 1.1442
9235.8387 1.2833
9574.9557 1.3214
50323.2511 5.2362
51051.7532 5.301
33369.8653 3.6953
4613.8691 0.7298
58047.7757 5.9187
23369.4971 2.7439
41404.5756 4.4342
10463.4153 1.4201
16298.8086 2.0385
874.253 0.1752
29666.0526 3.3478
15175.7724 1.9226
23983.1922 2.8037
42638.7503 4.5462
28118.933 3.201
24159.361 2.8207
17033.4954 2.1136
27616.0424 3.1532
46176.175 4.8654
18352.0563 2.2471
7575.7615 1.0928
17184.7428 2.129
20486.5761 2.4606
8941.2895 1.2499
25815.776 2.9808
29880.9418 3.3681
16764.8868 2.0861
9349.52 1.296
9231.4031 1.2828
12294.5083 1.6191
12094.3017 1.5976
42367.3316 4.5217
7556.9619 1.0905
7984.6935 1.1403
19946.334 2.4068
3592.3159 0.594
35486.5815 3.8918
9326.408 1.2934
58914.6305 5.9947
9657.1717 1.3305
6501.8015 0.9653
87062.218 8.4131
33221.7928 3.6814
37705.1854 4.0963
19016.606 2.314
24244.9311 2.8291
42404.8334 4.5251
7215.0534 1.0503
36615.1024 3.996
47200.4708 4.9573
20416.0392 2.4535
17356.8543 2.1465
3059.0199 0.5199
18858.1197 2.298
39819.38 4.2899
52058.5772 5.3903
11423.3091 1.5251
9532.1108 1.3166
47877.1996 5.0179
8471.8077 1.1965
21514.1241 2.5621
29966.739 3.3761
9832.7464 1.3501
33407.4323 3.6987
41588.3456 4.4509
29750.7151 3.3558
70640.546 7.0127
10423.5137 1.4157
3445.2789 0.5738
47820.208 5.0127
27372.8846 3.13
17049.2002 2.1151
106554.2619 10.0462
10698.8279 1.446
15293.5065 1.9348
18633.1788 2.2755
68954.9637 6.8674
48924.4243 5.1114
49089.1075 5.1261
33642.6082 3.7207
19717.5747 2.384
15387.2146 1.9446
12250.6955 1.6143
56809.0348 5.8098
14360.4267 1.8377
23235.1184 2.7309
20999.4804 2.5114
31653.7107 3.5349
8023.5645 1.1448
37052.6508 4.0362
36999.4183 4.0313
63481.1642 6.3933
18545.6966 2.2666
103239.0141 9.7703
18198.3477 2.2317
